MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty Serv Sector,     33521.15,     33584.25,     33634.30,     33383.50,     33405.80,0,0,Y, ,0,     33916.45,     29070.85
Y, , ,India VIX,12.4450,12.4450,12.6600,12.1900,12.3850,0,0,Y, ,0,23.1875,9.4700
Y, , ,Nifty Auto,     23899.85,     23946.85,     24202.30,     23933.60,     24004.95,0,0,Y, ,0,     27696.10,     19316.65
Y, , ,Nifty Metal,      9699.20,      9720.70,      9786.15,      9610.90,      9623.45,0,0,Y, ,0,     10322.05,      7690.20
Y, , ,Nifty Media,      1725.15,      1734.70,      1754.95,      1717.50,      1750.15,0,0,Y, ,0,      2182.35,      1344.40
Y, , ,NIFTY SMLCAP 100,     18977.10,     19015.05,     19080.90,     18960.10,     19027.05,0,0,Y, ,0,     19716.20,     14084.30
Y, , ,Nifty 200,     14217.35,     14244.65,     14275.35,     14178.35,     14188.60,0,0,Y, ,0,     14833.75,     11941.45
Y, , ,Nifty Div Opps 50,      6096.00,      6112.90,      6126.05,      6086.00,      6091.35,0,0,Y, ,0,      7012.65,      5288.60
Y, , ,Nifty Commodities,      9023.05,      9037.95,      9079.50,      8987.75,      8997.00,0,0,Y, ,0,      9896.35,      7502.95
Y, , ,Nifty Consumption,     11845.95,     11859.40,     11911.55,     11827.90,     11835.20,0,0,Y, ,0,     13057.60,     10090.65
Y, , ,Nifty Fin Service,     26861.70,     26902.95,     26954.10,     26719.35,     26734.90,0,0,Y, ,0,     27369.80,     22320.85
Y, , ,Nifty50 Div Point,       122.03,       122.03,       122.03,       122.03,       122.03,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100 Liq 15,      7190.55,      7195.10,      7210.05,      7148.15,      7156.55,0,0,Y, ,0,      7223.70,      5985.30
Y, , ,Nifty CPSE,      6595.80,      6626.00,      6638.60,      6582.50,      6607.20,0,0,Y, ,0,      7661.90,      5284.25
Y, , ,Nifty GrowSect 15,     11557.45,     11587.10,     11670.40,     11575.30,     11586.20,0,0,Y, ,0,     13065.05,      9722.65
Y, , ,Nifty50 PR 2x Lev,     14370.45,     14426.80,     14519.45,     14290.80,     14314.10,0,0,Y, ,0,     16297.55,     10678.25
Y, , ,Nifty50 PR 1x Inv,       200.55,       200.15,       201.10,       199.50,       200.95,0,0,Y, ,0,       232.40,       188.15
Y, , ,Nifty50 TR 2x Lev,     21286.25,     21369.75,     21506.95,     21168.25,     21202.80,0,0,Y, ,0,     23715.35,     15663.75
Y, , ,Nifty50 TR 1x Inv,       164.90,       164.60,       165.40,       164.10,       165.25,0,0,Y, ,0,       192.05,       156.10
Y, , ,Nifty50 Value 20,     12898.85,     12936.10,     12981.90,     12895.40,     12904.40,0,0,Y, ,0,     14731.65,     11375.50
Y, , ,Nifty Mid Liq 15,     15789.35,     15841.75,     15887.25,     15759.00,     15803.20,0,0,Y, ,0,     15919.50,     11541.70
Y, , ,Nifty Pvt Bank,     28106.35,     28078.05,     28171.00,     27954.80,     27977.45,0,0,Y, ,0,     28577.65,     23508.05
Y, , ,NIFTY100 Qualty30,      5654.40,      5668.20,      5703.20,      5662.70,      5672.45,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 8 13Yr,      2938.91,      2939.44,      2941.15,      2937.88,      2938.48,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 10Yr,      2601.80,      2602.26,      2603.58,      2600.56,      2601.33,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 10Yr Cln,       916.65,       916.65,       917.12,       916.04,       916.32,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 4 8Yr,      3170.43,      3171.01,      3171.56,      3170.28,      3171.15,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 11 15Yr,      3229.16,      3229.76,      3230.81,      3227.71,      3228.14,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 15YrPlus,      3492.67,      3493.34,      3494.09,      3489.15,      3491.18,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS Compsite,      3026.49,      3027.05,      3028.24,      3025.24,      3025.77,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY HEALTHCARE,     14543.90,     14564.60,     14644.85,     14556.00,     14620.20,0,0,Y, ,0,     15108.80,      6482.80
Y, , ,NIFTY CONSR DURBL,     38908.45,     38943.65,     39267.75,     38743.25,     39126.95,0,0,Y, ,0,     44426.55,     14089.55
Y, , ,NIFTY OIL AND GAS,     11838.20,     11866.15,     11949.15,     11840.30,     11877.30,0,0,Y, ,0,     13607.20,      4632.70
Y, , ,NIFTY500 MULTICAP,     16463.40,     16494.20,     16534.55,     16450.75,     16465.00,0,0,Y, ,0,     17112.15,      5531.55
Y, , ,NIFTY LARGEMID250,     16531.35,     16564.65,     16611.10,     16512.75,     16524.75,0,0,Y, ,0,     17095.20,      5635.20
Y, , ,NIFTY MID SELECT,     13440.50,     13475.20,     13537.80,     13438.85,     13462.55,0,0,Y, ,0,     13537.80,      5520.25
Y, , ,NIFTY TOTAL MKT,     13253.10,     13278.15,     13308.00,     13229.10,     13239.60,0,0,Y, ,0,     13842.60,      6252.10
Y, , ,NIFTY MICROCAP250,     24175.80,     24218.60,     24245.05,     24099.05,     24188.15,0,0,Y, ,0,     26476.90,      5802.95
Y, , ,NIFTY IND DIGITAL,      9212.15,      9231.95,      9265.55,      9171.50,      9183.25,0,0,Y, ,0,     10152.15,      4755.25
Y, , ,Nifty Tata 25 Cap,     15783.00,     15791.15,     15821.45,     15704.95,     15716.70,0,0,Y, ,0,     18764.95,      9887.45
Y, , ,Nifty MidSml Hlth,     43618.40,     43658.95,     44010.60,     43638.15,     43960.55,0,0,Y, ,0,     45285.50,     20019.15
Y, , ,Nifty Multi Mfg,     15365.45,     15392.65,     15471.30,     15373.75,     15384.55,0,0,Y, ,0,     16253.65,      8394.35
Y, , ,Nifty Multi Infra,     14498.60,     14524.60,     14567.40,     14453.25,     14467.10,0,0,Y, ,0,     15154.10,      8010.10
Y, , ,BHARATBOND-APR30,      1530.43,      1530.73,      1531.21,      1530.70,      1531.21,0,0,Y, ,0,          .00,          .00
Y, , ,BHARATBOND-APR31,      1396.37,      1396.63,      1396.64,      1396.62,      1396.64,0,0,Y, ,0,          .00,          .00
Y, , ,BHARATBOND-APR32,      1271.94,      1272.18,      1272.18,      1272.00,      1272.00,0,0,Y, ,0,          .00,          .00
Y, , ,BHARATBOND-APR33,      1236.92,      1237.16,      1237.16,      1236.95,      1236.95,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Ind Defence,      8863.60,      8870.65,      8921.20,      8817.35,      8856.60,0,0,Y, ,0,      9195.15,      3374.95
Y, , ,Nifty Ind Tourism,      9296.60,      9318.55,      9332.50,      9205.60,      9218.65,0,0,Y, ,0,      9336.55,      6058.05
Y, , ,Nifty Capital Mkt,      4681.60,      4689.40,      4760.80,      4676.15,      4755.05,0,0,Y, ,0,      4768.00,      2009.60
Y, , ,Nifty500Momentm50,     54702.30,     54688.85,     54786.20,     54381.30,     54438.75,0,0,Y, ,0,          .00,          .00
Y, , ,NiftyMS400 MQ 100,     50775.75,     50918.75,     51156.55,     50812.60,     50991.35,0,0,Y, ,0,          .00,          .00
Y, , ,NiftySml250MQ 100,     48070.25,     48176.05,     48392.75,     48075.25,     48276.75,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Top 10 EW,      9888.40,      9901.75,      9923.65,      9843.80,      9853.15,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty AQL 30,     22431.35,     22477.55,     22620.35,     22458.95,     22518.05,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty AQLV 30,     20622.25,     20670.20,     20795.45,     20656.35,     20694.25,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty EV,      2922.10,      2929.60,      2961.85,      2928.65,      2944.20,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty HighBeta 50,      3860.00,      3868.10,      3877.70,      3845.35,      3851.25,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty New Consump,     11825.50,     11840.90,     11869.95,     11791.20,     11814.65,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Corp MAATR,     37579.15,     37627.10,     37811.80,     37422.25,     37452.95,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Low Vol 50,     25353.60,     25400.80,     25473.25,     25322.60,     25339.85,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Mobility,     20982.15,     21028.75,     21123.55,     20966.45,     20982.20,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Qlty LV 30,     17150.35,     17187.15,     17310.85,     17168.95,     17232.20,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Sml250 Q50,     28071.50,     28133.70,     28199.55,     28039.60,     28140.30,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Top 15 EW,     10375.55,     10385.95,     10422.70,     10338.65,     10347.20,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100 Alpha 30,     18623.95,     18658.40,     18689.10,     18512.35,     18526.10,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100 Enh ESG,      5032.40,      5044.45,      5054.75,      5019.75,      5022.95,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty200 Value 30,     13279.35,     13306.15,     13343.95,     13221.80,     13236.70,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty500 EW,     14585.80,     14612.25,     14642.15,     14566.15,     14609.70,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Multi MQ 50,     43465.35,     43566.30,     43794.20,     43501.85,     43570.15,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty500 Value 50,     14333.80,     14368.35,     14405.75,     14286.25,     14300.10,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Top 20 EW,      9271.45,      9282.50,      9316.90,      9242.15,      9251.25,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty CoreHousing,     16388.50,     16414.00,     16511.75,     16386.80,     16398.35,0,0,Y, ,0,     17961.70,     13680.90
Y, , ,Nifty FinSerExBnk,     30480.80,     30523.50,     30559.25,     30271.55,     30315.15,0,0,Y, ,0,     31050.50,     21702.40
Y, , ,Nifty Housing,     11592.70,     11610.10,     11653.60,     11555.20,     11562.10,0,0,Y, ,0,     12386.30,      9839.70
Y, , ,Nifty IPO,      2060.55,      2064.15,      2065.45,      2050.65,      2053.25,0,0,Y, ,0,      2387.55,      1617.15
Y, , ,Nifty MS Fin Serv,     19073.55,     19112.25,     19177.55,     19035.90,     19117.45,0,0,Y, ,0,     19281.05,     12407.95
Y, , ,Nifty MS Ind Cons,     19744.00,     19746.25,     19873.60,     19692.45,     19796.70,0,0,Y, ,0,     21008.10,     14493.40
Y, , ,Nifty MS IT Telcm,     10511.50,     10531.75,     10592.90,     10499.80,     10517.35,0,0,Y, ,0,     11723.20,      7836.00
Y, , ,Nifty NonCyc Cons,     16232.45,     16253.60,     16280.05,     16168.40,     16181.75,0,0,Y, ,0,     18289.65,     13081.55
Y, , ,Nifty Rural,     15072.25,     15096.50,     15133.20,     15029.05,     15038.30,0,0,Y, ,0,     16370.10,     12304.35
Y, , ,Nifty Shariah 25,      8322.75,      8342.05,      8379.15,      8325.55,      8334.80,0,0,Y, ,0,      9449.55,      7121.55
Y, , ,Nifty Trans Logis,     23229.85,     23278.95,     23412.80,     23226.45,     23244.00,0,0,Y, ,0,     26170.50,     16828.35
Y, , ,Nifty50 Shariah,      4823.35,      4832.35,      4853.55,      4820.30,      4826.80,0,0,Y, ,0,      5677.90,      4235.90
Y, , ,Nifty500 LMS Eql,     18198.75,     18232.85,     18279.85,     18187.25,     18216.20,0,0,Y, ,0,     18838.10,     14014.40
Y, , ,Nifty500 Shariah,      7213.75,      7229.00,      7250.65,      7214.75,      7220.30,0,0,Y, ,0,      8238.85,      6004.55
Y, , ,Nifty500 Qlty50,     19922.85,     19974.25,     20092.10,     19938.00,     20012.15,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty500 LowVol50,     21922.85,     21942.00,     22008.20,     21889.95,     21908.70,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty500 MQVLv50,     31532.10,     31581.25,     31757.45,     31571.10,     31631.60,0,0,Y, ,0,          .00,          .00
 , , , , , , , , , , ,Y, , , , 
 , , , , , , , , , , ,Y, , , , 
 , , ,NIFTY 50 Sec, , , , , , , ,Y, , , , 
N,EQ,ADANIENT,ADANI ENTERPRISES LIMITED,      2630.20,      2634.00,      2644.00,      2605.10,      2611.20,               1316181025.70,502724,Y, ,29883,      3258.00,      2025.00
N,EQ,ADANIPORTS,ADANI PORT & SEZ LTD,      1443.90,      1444.00,      1451.10,      1426.70,      1431.10,               1405250740.50,978007,Y, ,39586,      1604.95,       995.65
N,EQ,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,      7441.00,      7474.00,      7600.50,      7440.00,      7565.00,               6752226130.50,894597,Y, ,99057,      7600.50,      6001.00
N,EQ,ASIANPAINT,ASIAN PAINTS LIMITED,      2419.40,      2428.90,      2464.40,      2425.00,      2430.90,               3782822817.80,1547489,Y, ,90059,      3394.90,      2124.75
N,EQ,AXISBANK,AXIS BANK LIMITED,      1175.30,      1178.00,      1181.00,      1168.00,      1171.10,               7319153312.90,6237185,Y, ,143502,      1339.65,       933.50
N,EQ,BAJAJ-AUTO,BAJAJ AUTO LIMITED,      8356.50,      8378.00,      8464.50,      8350.00,      8382.50,               1477236399.00,175619,Y, ,26428,     12774.00,      7089.35
N,EQ,BAJAJFINSV,BAJAJ FINSERV LTD.,      2007.90,      2008.00,      2014.40,      1977.60,      1980.70,               2250719024.60,1133593,Y, ,59264,      2135.00,      1523.25
N,EQ,BAJFINANCE,BAJAJ FINANCE LIMITED,       923.00,       922.00,       924.50,       905.20,       910.15,               6935520730.60,7606558,Y, ,194868,      9788.00,       886.00
N,EQ,BEL,BHARAT ELECTRONICS LTD,       426.95,       427.70,       430.70,       424.05,       426.25,               5768358615.85,13499244,Y, ,136515,       436.00,       240.25
N,EQ,BHARTIARTL,BHARTI AIRTEL LIMITED,      2033.30,      2041.80,      2044.90,      2012.90,      2019.30,              11284185157.60,5558647,Y, ,154712,      2045.80,      1408.45
N,EQ,CIPLA,CIPLA LTD,      1497.60,      1504.00,      1513.20,      1498.80,      1508.70,               1311775874.80,869963,Y, ,45929,      1702.05,      1335.00
N,EQ,COALINDIA,COAL INDIA LTD,       386.90,       387.90,       389.00,       385.50,       386.45,               1489853744.60,3851213,Y, ,60709,       543.55,       349.25
N,EQ,DRREDDY,DR. REDDY S LABORATORIES,      1270.80,      1274.90,      1297.60,      1270.00,      1291.30,               2462463054.30,1918977,Y, ,54446,      7107.45,      1020.00
N,EQ,EICHERMOT,EICHER MOTORS LTD,      5722.50,      5710.00,      5774.50,      5700.00,      5716.00,               1924263339.00,335537,Y, ,36958,      5906.50,      4508.75
N,EQ,ETERNAL,ETERNAL LIMITED,       259.75,       260.10,       264.30,       260.00,       260.85,               5080183199.55,19402947,Y, ,149943,       304.70,       194.56
N,EQ,GRASIM,GRASIM INDUSTRIES LTD,      2849.80,      2848.40,      2849.90,      2810.80,      2817.60,               1113301908.00,393434,Y, ,33771,      2896.00,      2276.95
N,EQ,HCLTECH,HCL TECHNOLOGIES LTD,      1718.60,      1716.00,      1730.50,      1706.50,      1711.90,               3159957227.30,1839063,Y, ,75766,      2012.20,      1302.75
N,EQ,HDFCBANK,HDFC BANK LTD,      1986.00,      1994.90,      2008.00,      1984.30,      1987.10,              16803371805.60,8430253,Y, ,182242,      2027.10,      1588.05
N,EQ,HDFCLIFE,HDFC LIFE INS CO LTD,       789.70,       788.95,       789.05,       777.20,       785.85,               2700327012.90,3442861,Y, ,111994,       820.75,       584.30
N,EQ,HEROMOTOCO,HERO MOTOCORP LIMITED,      4243.70,      4244.00,      4350.00,      4238.00,      4310.60,               2803036638.30,650625,Y, ,50000,      6246.25,      3344.00
N,EQ,HINDALCO,HINDALCO  INDUSTRIES  LTD,       698.35,       701.00,       708.10,       691.80,       692.85,               2952806525.50,4216075,Y, ,78656,       772.65,       546.45
N,EQ,HINDUNILVR,HINDUSTAN UNILEVER LTD.,      2307.10,      2310.00,      2326.90,      2304.00,      2313.40,               2455440560.60,1060039,Y, ,56694,      3035.00,      2136.00
N,EQ,ICICIBANK,ICICI BANK LTD.,      1427.80,      1432.10,      1446.10,      1423.70,      1425.90,              14553751194.80,10177738,Y, ,181095,      1471.60,      1153.00
N,EQ,INDUSINDBK,INDUSIND BANK LIMITED,       857.65,       849.00,       866.00,       845.55,       862.40,               3315167112.25,3855070,Y, ,68669,      1498.00,       606.00
N,EQ,INFY,INFOSYS LIMITED,      1610.50,      1618.50,      1632.40,      1615.00,      1618.70,               8532944662.10,5259695,Y, ,157372,      2006.45,      1307.00
N,EQ,ITC,ITC LTD,       412.95,       414.00,       416.00,       411.25,       413.35,               5866630211.25,14185298,Y, ,142804,       471.50,       390.15
N,EQ,JIOFIN,JIO FIN SERVICES LTD,       326.70,       327.55,       328.75,       324.55,       325.05,               3746714002.55,11497044,Y, ,88984,       363.00,       198.65
N,EQ,JSWSTEEL,JSW STEEL LIMITED,      1059.90,      1065.00,      1067.80,      1042.60,      1046.10,               1796195486.00,1703765,Y, ,50322,      1074.90,       854.15
N,EQ,KOTAKBANK,KOTAK MAHINDRA BANK LTD,      2169.10,      2139.10,      2151.90,      2121.90,      2126.60,               9965474546.20,4667399,Y, ,158196,      2301.90,      1679.05
N,EQ,LT,LARSEN & TOUBRO LTD.,      3596.80,      3605.00,      3625.00,      3576.00,      3582.90,               4418622664.80,1229034,Y, ,77121,      3963.50,      2965.30
N,EQ,M&M,MAHINDRA & MAHINDRA LTD,      3165.20,      3165.20,      3221.00,      3164.80,      3174.40,               6722367311.20,2102806,Y, ,98684,      3270.95,      2425.00
N,EQ,MARUTI,MARUTI SUZUKI INDIA LTD.,     12622.00,     12630.00,     12820.00,     12590.00,     12752.00,               7727285261.00,606221,Y, ,88815,     13680.00,     10725.00
N,EQ,NESTLEIND,NESTLE INDIA LIMITED,      2388.00,      2399.90,      2409.10,      2385.00,      2388.40,               1513749917.30,631819,Y, ,43646,      2778.00,      2110.00
N,EQ,NTPC,NTPC LTD,       333.75,       334.60,       336.35,       331.00,       334.60,               5262634967.70,15786429,Y, ,134592,       448.45,       292.80
N,EQ,ONGC,OIL AND NATURAL GAS CORP.,       241.07,       242.00,       246.20,       241.80,       244.05,               3396482620.28,13891239,Y, ,99398,       345.00,       205.00
N,EQ,POWERGRID,POWER GRID CORP. LTD.,       294.85,       298.40,       298.95,       293.10,       293.70,               3055872439.25,10373094,Y, ,75341,       366.25,       247.30
N,EQ,RELIANCE,RELIANCE INDUSTRIES LTD,      1518.80,      1520.80,      1531.90,      1513.00,      1517.80,              17156979936.80,11283291,Y, ,258008,      3217.60,      1114.85
N,EQ,SBILIFE,SBI LIFE INSURANCE CO LTD,      1856.80,      1850.00,      1861.80,      1803.00,      1810.20,               1669588917.90,916863,Y, ,52651,      1936.00,      1372.55
N,EQ,SBIN,STATE BANK OF INDIA,       812.90,       813.50,       814.50,       805.80,       807.10,               5684973436.05,7020403,Y, ,137793,       899.00,       680.00
N,EQ,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,       676.90,       681.60,       684.25,       672.95,       675.40,               4077391568.15,6014549,Y, ,102287,      3652.25,       493.35
N,EQ,SUNPHARMA,SUN PHARMACEUTICAL IND L,      1677.50,      1677.50,      1692.80,      1674.50,      1679.70,               2615437352.00,1553777,Y, ,73380,      1960.35,      1498.30
N,EQ,TATACONSUM,TATA CONSUMER PRODUCT LTD,      1095.80,      1096.00,      1105.80,      1086.70,      1089.40,                799185291.10,730322,Y, ,38864,      1262.60,       882.90
N,EQ,TATAMOTORS,TATA MOTORS LIMITED,       688.55,       693.85,       696.95,       688.50,       690.40,               6698071398.70,9668110,Y, ,174168,      1179.00,       535.75
N,EQ,TATASTEEL,TATA STEEL LIMITED,       165.88,       166.00,       168.78,       165.21,       165.91,              10113675423.24,60571824,Y, ,247576,       178.19,       122.62
N,EQ,TCS,TATA CONSULTANCY SERV LT,      3423.30,      3430.00,      3435.30,      3397.60,      3400.80,               8645207975.40,2531870,Y, ,131370,      4592.25,      3056.05
N,EQ,TECHM,TECH MAHINDRA LIMITED,      1677.10,      1684.90,      1693.00,      1670.00,      1671.90,               2877300111.80,1713273,Y, ,85690,      1807.70,      1209.40
N,EQ,TITAN,TITAN COMPANY LIMITED,      3708.00,      3702.00,      3712.90,      3672.20,      3678.70,               1951071711.20,528710,Y, ,64998,      3867.00,      2925.00
N,EQ,TRENT,TRENT LTD,      6222.50,      6234.00,      6258.00,      6142.50,      6191.00,               4651850535.50,750787,Y, ,64634,      8345.00,      4488.00
N,EQ,ULTRACEMCO,ULTRATECH CEMENT LIMITED,     12436.00,     12436.00,     12575.00,     12376.00,     12398.00,               3439185774.00,275755,Y, ,57003,     12575.00,     10047.85
N,EQ,WIPRO,WIPRO LTD,       267.00,       268.40,       270.85,       266.45,       267.05,               2514794538.95,9357962,Y, ,116740,       596.00,       228.00
 , , , , , , , , , , ,N, , , , 
 , , ,NIFTY Next 50 Sec, , , , , , , ,N, , , , 
N,EQ,ABB,ABB INDIA LIMITED,      5906.00,      5930.00,      5938.50,      5862.50,      5871.50,               1136970543.00,193225,N, ,21351,      8940.60,      4684.45
N,EQ,ADANIENSOL,ADANI ENERGY SOLUTION LTD,       878.80,       878.85,       882.15,       867.55,       875.25,               3407532101.90,3905266,N, ,48591,      1348.00,       588.00
N,EQ,ADANIGREEN,ADANI GREEN ENERGY LTD,      1019.00,      1023.00,      1023.70,      1005.00,      1008.50,               1250094226.60,1234996,N, ,33126,      2091.00,       758.00
N,EQ,ADANIPOWER,ADANI POWER LTD,       591.40,       595.00,       596.20,       585.00,       587.90,               2162800159.80,3672802,N, ,47550,       752.90,       432.00
N,EQ,AMBUJACEM,AMBUJA CEMENTS LTD,       594.20,       596.45,       597.20,       585.35,       588.75,                944043501.60,1598094,N, ,39745,       706.95,       453.05
N,EQ,BAJAJHFL,BAJAJ HOUSING FINANCE LTD,       121.35,       121.35,       122.07,       120.90,       121.10,                366719682.71,3023573,N, ,27658,       188.50,       103.10
N,EQ,BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,     14417.00,     14444.00,     14524.00,     14116.00,     14184.00,                468951121.00,32741,N, ,9249,     14740.00,      8498.05
N,EQ,BANKBARODA,BANK OF BARODA,       243.05,       243.90,       244.70,       241.23,       242.32,               1593895488.13,6572424,N, ,52900,       276.30,       190.70
N,EQ,BOSCHLTD,BOSCH LIMITED,     32445.00,     32545.00,     34875.00,     32450.00,     34405.00,               4106802455.00,120903,N, ,43106,     39088.80,     25921.60
